"","Ensembl_ID","logFC","logCPM","LR","PValue","FDR"
"SLC25A39","ENSG00000013306",0.704189483676291,7.21529492255992,4.32990204642323,0.0374484008333269,0.0874598331423271
"MVP","ENSG00000013364",-0.240749765471433,4.79317703902864,0.685402840154069,0.407732460743791,0.526971302174113
"NUB1","ENSG00000013374",-0.0350267673459452,5.886666077202,0.0241566349251912,0.87648702638159,0.913331728266974
"PGM3","ENSG00000013375",-0.920246785029437,3.23115664710143,5.65934406836579,0.0173626152037917,0.0494018795466174
"RWDD2A","ENSG00000013392",-0.0468287658559266,0.277670559358355,0.0254313790232601,0.873296867963739,0.911146040633183
"CLK1","ENSG00000013441",-0.725757257056098,9.32528482294558,3.69882196290991,0.0544508993612673,0.115079536271142
"POLR3B","ENSG00000013503",-1.03999533472179,2.22425043391475,10.8728444097866,0.000975845408631631,0.0059460715328401
"ANGEL1","ENSG00000013523",0.548828233928257,4.58081639726958,3.53871616736299,0.0599518479822152,0.123637987346186
"RNF14","ENSG00000013561",-0.0134795343054232,3.67360066877302,0.00246750074690993,0.960382220218458,0.972590192156522
"DNASE1L1","ENSG00000013563",-0.129166974854906,2.67949121811612,0.258127101083886,0.611409790833262,0.707808148561188
"DDX11","ENSG00000013573",-1.1690066969856,5.63715268986393,13.6163365368832,0.000224225799492402,0.00199552924781231
"HEBP1","ENSG00000013583",1.14369666855206,4.20635255436579,11.9456124689165,0.000547762213256636,0.00387859384652917
"MAMLD1","ENSG00000013619",-0.626093881726396,4.01187763842591,1.21524294258374,0.270296250792219,0.387217871386755
"CD6","ENSG00000013725",-0.550174242727878,5.18847956307667,1.17796374040995,0.277770927695224,0.395057878835651
"TACC3","ENSG00000013810",-0.813399681256855,7.33487580513294,7.03872736109889,0.007976569066444,0.0277160686787809
"UFL1","ENSG00000014123",-0.301159633969316,4.75986790984242,0.701441408553926,0.40229978356114,0.522033113447772
"POLA2","ENSG00000014138",-0.0894364653190978,2.49959548831509,0.0721339543803836,0.788254712818138,0.849802352671295
"ZC3H3","ENSG00000014164",0.193865691116325,5.31574287792472,0.570414676160681,0.450094182173242,0.566678198767595
"CAPN1","ENSG00000014216",-0.0137607960456708,7.10549286125893,0.00337672418044122,0.953661337434924,0.968040132638967
"MDH1","ENSG00000014641",0.421831811480624,5.69703667401409,2.50810293973667,0.113262202510364,0.199430362013876
"SLC30A9","ENSG00000014824",-0.347184827952163,4.67512503219414,1.45110518808286,0.228350698507574,0.341426004251891
"MTMR11","ENSG00000014914",0.775854956713767,0.804860340077866,2.59142230641842,0.107443813349183,0.191516861842083
"COX15","ENSG00000014919",0.672482748688979,3.71394165438092,6.20348355890905,0.0127499132663506,0.0391484352518736
"CCDC88C","ENSG00000015133",-0.645404473644616,7.19681818125966,6.92785589017078,0.00848633667026696,0.0289842832906092
"YAF2","ENSG00000015153",-1.36102855882843,5.49766168539721,17.7398943361616,2.53259244012979e-05,0.000391886356825234
"ZMYND11","ENSG00000015171",-0.216925323628702,5.3615738139092,0.574118129379215,0.448627106279874,0.565548030915346
"WAS","ENSG00000015285",0.939225591340919,7.15575747138731,7.24074843777714,0.00712672661096676,0.0254004720215748
"DPEP1","ENSG00000015413",0.0715727732428391,6.68312835021853,0.018258286612344,0.892514445698569,0.92472913359881
"BID","ENSG00000015475",0.487263069990769,4.48148483119375,2.56144645020267,0.109498357890168,0.194235952598073
"MATR3","ENSG00000015479",-2.59262797339941,5.90797609135745,21.5322503198373,3.47928010831482e-06,8.75579646176929e-05
"XYLT2","ENSG00000015532",-0.577222273419606,4.40025890807622,4.07257470954546,0.0435847924033994,0.097599013561678
"NUDCD3","ENSG00000015676",-0.254333727715499,5.55721372978366,0.875371794005225,0.349472448994496,0.469718468910363
"GLT8D1","ENSG00000016864",-0.0248851525956849,3.82687135213981,0.00957669799455374,0.922042982505857,0.945981430574496
"ATP2C1","ENSG00000017260",-1.08231476032732,5.79132134975716,11.374407580246,0.000744629707268126,0.00489131101361576
"SLC38A5","ENSG00000017483",0.255214959020065,5.22668507199299,0.599541769358183,0.438752915253284,0.556727785660798
"RALBP1","ENSG00000017797",0.293378052154077,5.98397751935664,1.74304441016135,0.186753541733458,0.292530150851126
"RUFY3","ENSG00000018189",-0.734681449780361,5.50868558523763,3.48363938556292,0.0619782916004421,0.126549840587377
"SLC11A1","ENSG00000018280",1.79601997712871,3.44632907696504,11.2878268407862,0.000780169495926006,0.00504907261090601
"WWTR1","ENSG00000018408",-0.496586500185443,-0.0973173287268023,1.28279546462596,0.257379912300274,0.37281924486626
"AGPS","ENSG00000018510",-1.33323584339323,5.52515084976219,9.37560194815882,0.0021989248638981,0.0107797244561875
"STEEP1","ENSG00000018610",-0.41460991943887,4.15135480748657,3.45851796264494,0.0629266928678968,0.128001347671481
"TTC27","ENSG00000018699",-0.401903984023813,3.64302672897335,1.98851888932265,0.158495828679743,0.258271791128354
"PHLDB1","ENSG00000019144",-0.301846488239206,1.8887260139216,0.561205002700767,0.45377513575076,0.570541140384406
"PRDM11","ENSG00000019485",-0.521470695711992,3.58876151205364,2.0547819771181,0.151728971862895,0.249471164641145
"CD74","ENSG00000019582",0.693027304108437,12.5055123932268,3.78325692261092,0.0517678032044319,0.110905483482834
"ZRANB1","ENSG00000019995",-0.517227935972111,4.95246747683351,3.26940710316399,0.0705831287804929,0.139425543963376
"NCDN","ENSG00000020129",0.555260653702912,4.05321733420532,2.21892531855507,0.13632792675772,0.229648739578982
"ADGRA2","ENSG00000020181",-1.43136828080022,1.77233972178388,8.79171878010221,0.00302601013512622,0.0135992455484496
"ZFP64","ENSG00000020256",0.504050540282415,3.81656997272327,3.00828689292746,0.0828397987095983,0.157176174372847
"MNAT1","ENSG00000020426",-0.20137812427794,2.89272049519325,0.420636950664445,0.516619389286729,0.625637754966159
"SAMD4A","ENSG00000020577",-0.701162049040122,3.10785432327388,3.02757154725028,0.0818604536261558,0.155873854565755
"RUNX3","ENSG00000020633",-0.271931438388383,6.42840574378275,0.372540362931687,0.541622798565486,0.64843269471461
"MRE11","ENSG00000020922",-0.488523345781596,5.19789961765072,1.98714533305042,0.158639680193545,0.258437830018965
"PLEKHB1","ENSG00000021300",-1.57062875279978,2.85359561624192,12.0785057182811,0.000510064620313797,0.00367809424658032
"SERPINB1","ENSG00000021355",0.5848673343805,6.4698864124907,4.54997434694474,0.0329192396136091,0.0793962816518614
"SPAST","ENSG00000021574",-0.429218941593175,4.0580099499696,2.52107960106218,0.112333654193859,0.198170133828314
"OSBPL5","ENSG00000021762",-0.828227878077411,3.95518433747257,4.15294969471105,0.0415620628167851,0.0942596455844824
"AQR","ENSG00000021776",-0.901158788520214,5.91240375988312,8.12952943569178,0.00435500485848811,0.0176824738407722
"FHL1","ENSG00000022267",0.532935090466554,7.27527044966229,2.28701272145484,0.130460803596162,0.222151680417833
"RTF2","ENSG00000022277",0.548038355676276,5.06885126768806,5.66016132358116,0.0173545266782538,0.0493882976986869
"SLC45A4","ENSG00000022567",-1.04187412909091,3.13410942220047,6.62652372115216,0.0100471156211569,0.0328249843254375
"RNF10","ENSG00000022840",-0.430580283478236,8.14632036655018,4.01080270898037,0.045209621637992,0.100272881221201
"ZNF839","ENSG00000022976",-0.65281705446046,3.18498911059767,3.88498600722021,0.0487196684454531,0.105898106288351
"ZDHHC6","ENSG00000023041",-0.22789718529095,4.70529354017198,1.15129260275646,0.283278726019565,0.401435029034479
"GRAMD1B","ENSG00000023171",-1.30733264703524,5.82208906293863,16.9892836250405,3.75913927269181e-05,0.000530739039678738
"RNH1","ENSG00000023191",-0.214365355975687,5.622487398121,0.72261709281236,0.395286794762292,0.514996298064593
"NDUFS1","ENSG00000023228",-0.322178774426869,5.30543882914787,1.392433142088,0.237994629617878,0.351785295371281
"RB1CC1","ENSG00000023287",-1.33174141239142,7.35679582812731,9.61005757301248,0.00193514575623492,0.00984960761065525
"ERP44","ENSG00000023318",-0.0036364004971416,5.71924007633294,0.000317474241203541,0.985784199196946,0.990905674356393
"ALAS1","ENSG00000023330",-0.189674390960708,4.3396978687568,0.725606727079185,0.394310936455622,0.513942057737384
"BIRC3","ENSG00000023445",-1.34420183209511,3.85076189334754,7.49434826711769,0.0061892926514173,0.0228804173500781
"AKAP11","ENSG00000023516",-1.22906868030627,5.50892078887319,12.0193238521336,0.000526517993756786,0.00375675917123248
"GLRX2","ENSG00000023572",-0.329903841891588,2.89557964654559,1.61179592132288,0.204239534569511,0.313285100316002
"SNAPC1","ENSG00000023608",-0.541880933539419,2.5768688422565,3.68606228914909,0.0548690092751166,0.115684966136682
"DERA","ENSG00000023697",0.423151046373688,4.09789407734075,2.37755931175309,0.123089723257573,0.212514856540888
"STRAP","ENSG00000023734",0.0439812579891335,7.02837361553322,0.0403192560676473,0.840857657623736,0.888164189985366
"ABCC2","ENSG00000023839",-1.88108781951841,1.6398887892767,24.572218465389,7.15762515925806e-07,2.65920946689842e-05
"DEF6","ENSG00000023892",-0.441738495622344,6.22041507643198,4.05902113675297,0.0439359609037253,0.0981346245192953
"PLEKHO1","ENSG00000023902",-0.0391406728144141,6.93137388832293,0.0211794567933339,0.884291140479731,0.918893032773037
"GCLM","ENSG00000023909",0.319684367372696,3.45141303201765,0.647721407645392,0.420928515647145,0.539951181859064
"UBR2","ENSG00000024048",-0.74487971745127,6.53391537007819,4.77775859064226,0.0288296221235068,0.0718714374825977
"EHD2","ENSG00000024422",-0.195020429650837,3.61336929024215,0.0696522805068867,0.791843733319084,0.852561099876253
"DEPDC1","ENSG00000024526",0.158857619005441,2.21208160087415,0.192593200469524,0.660767026466723,0.749057005044988
"CCDC28A","ENSG00000024862",0.0477046381176903,4.2667788878028,0.0423130392670892,0.837024215594046,0.885589572041765
"RRAGD","ENSG00000025039",0.168981176076106,4.58174211452777,0.261362544758406,0.609185609940764,0.705781726176025
"HSF2","ENSG00000025156",-0.257785042999496,5.36731619431242,0.516156846670214,0.472485681926612,0.586933351900497
"PHF20","ENSG00000025293",-0.498407386389891,5.46289315977342,3.53416791254939,0.0601164909244509,0.12387489374723
"NR1H3","ENSG00000025434",0.912144743403671,2.48020100326534,5.69420666695985,0.0170210050228672,0.0487089767250625
"TYMP","ENSG00000025708",1.45556561332115,3.46596247441055,6.94178676362506,0.00842049593938402,0.0288202045476223
"NCAPH2","ENSG00000025770",-0.755030502192359,5.98208701949834,10.7393877425978,0.00104879028421484,0.00628514788987638
"TOMM34","ENSG00000025772",0.619853964904202,4.86824772597459,5.07617453062094,0.0242568328299424,0.0632111764037924
"SEC63","ENSG00000025796",-0.242143325631334,6.98958360870815,0.634268463452386,0.425793922666081,0.544486749735651
"KPNA6","ENSG00000025800",-0.552442533024201,7.09512398416265,5.31166545096016,0.0211830968638296,0.0572439283651975
"VIM","ENSG00000026025",0.32283069375502,8.68838354409478,1.19891384315599,0.273538874153699,0.390872925864058
"RTEL1-TNFRSF6B","ENSG00000026036",-1.33883810641487,1.8218231445979,9.96540447330535,0.00159509131259563,0.00857894237366414
"FAS","ENSG00000026103",0.104203568379495,2.02622138219186,0.0648352220481385,0.799010728763497,0.858045256045454
"RNASET2","ENSG00000026297",-0.890506536581222,6.58935889687326,9.20446537674644,0.00241425493541111,0.0115694664030127
"CD44","ENSG00000026508",-0.0253961775102723,7.97389994011492,0.00586076297975069,0.938977065262512,0.958470730954499
"AGPAT4","ENSG00000026652",-2.09956254956672,4.09635853847474,18.5772173908954,1.63158879261783e-05,0.000282973339143428
"SLAMF7","ENSG00000026751",0.918898260879444,2.36946760331165,2.74268107352002,0.0977007218774244,0.178222769013085
"BTN3A1","ENSG00000026950",0.128611764750411,5.63725983296189,0.167528238117924,0.682317948556748,0.765853446666046
"MIPEP","ENSG00000027001",0.382205438803732,2.27443289079384,1.34841088168357,0.245556120820109,0.359678997933142
"PRKCH","ENSG00000027075",-0.37351479672092,6.32261891658591,0.917448617829102,0.338145774851464,0.458637006470319
"IFNGR1","ENSG00000027697",-0.359487145560988,5.00664927767356,0.999057114388663,0.317538766188177,0.437366202842154
"B4GALT7","ENSG00000027847",-0.595594811442809,4.71273339533881,5.86114578297143,0.0154787145978836,0.045367281148784
"SH2D2A","ENSG00000027869",0.141787545008071,2.3521027068381,0.0820833828097705,0.774493679500238,0.839401050283323
"VRK2","ENSG00000028116",-0.365360280978794,3.56309073236329,1.57117741144682,0.210036107398068,0.320343768224448
"TNFRSF1B","ENSG00000028137",0.667717084352289,5.85930300191103,2.8947076090523,0.088870898601855,0.165458466304728
"VEZT","ENSG00000028203",-1.04346152426218,6.1690405696083,9.84712065528102,0.00170097788841885,0.00896397898184083
"POU2F2","ENSG00000028277",-0.299381385775017,6.78885340191949,0.577918726684516,0.447129271868844,0.564089414201205
"BRD9","ENSG00000028310",-1.04336730845869,5.63504677424132,13.7869727034743,0.000204751080961364,0.00187088847438779
"SNX1","ENSG00000028528",-0.637099495260795,6.38565243755198,3.72043188953768,0.0537504661974315,0.114086685483592
"TBPL1","ENSG00000028839",-0.069151321736562,3.96655703237584,0.0994405404268903,0.752502043061092,0.821799762230773
"BMAL2","ENSG00000029153",-1.31278813558501,2.13407745247705,6.01960065666491,0.0141478476980693,0.0424008519424333
"BCLAF1","ENSG00000029363",-0.933669109021463,8.61950054453906,7.10110077335025,0.00770366261440902,0.0269537730459055
"SLC39A9","ENSG00000029364",-0.250190700947218,5.69700123339441,0.9337109349825,0.333900493864969,0.454121741610399
"ANK1","ENSG00000029534",0.988622673491603,5.73881610944675,4.18323928142019,0.0408255992342199,0.0931423855117012
"TFB1M","ENSG00000029639",-0.644273826485028,2.15745857074098,4.01094993727641,0.0452056740575456,0.100272881221201
"RABEP1","ENSG00000029725",-1.36174586869992,5.89041862325908,15.5972145498865,7.8369952185328e-05,0.000920785132221622
"HMGB3","ENSG00000029993",0.4345509863445,5.03736428692849,2.04107043903777,0.153101874855876,0.251229400991612
"NUP160","ENSG00000030066",-0.813581083324467,6.00557614451674,6.42996716192928,0.0112210653316525,0.0356290348062572
"BAK1","ENSG00000030110",-0.435230231481324,4.95991340133522,3.65174946011253,0.0560103490070155,0.117328765397429
"IKZF2","ENSG00000030419",-2.27811970450155,5.05229875403171,13.6260913417866,0.000223063783187435,0.00198756234564976
"GRN","ENSG00000030582",1.41391659282268,6.6664611089076,12.794797890754,0.000347584532550465,0.00276471669297215
"FAM13B","ENSG00000031003",-1.235285966901,5.83242182887145,15.6169171616925,7.75576007579488e-05,0.000914481571192436
"ARHGAP31","ENSG00000031081",-0.708327891800578,2.12182533923179,2.72729864702571,0.0986460092017801,0.179469145581142
"CENPQ","ENSG00000031691",0.581214593989622,1.50475993317659,3.48349313316567,0.0619837687452068,0.126549840587377
"SARS1","ENSG00000031698",-0.247058705936474,6.09323557949711,0.890937067136633,0.345223497905715,0.465802657883555
"RANBP3","ENSG00000031823",-0.919742488112776,6.36175672167356,11.8224200080423,0.000585217481105488,0.0040779092766649
"ARID4A","ENSG00000032219",-0.884123993472028,6.5731899868593,6.40460527564869,0.0113824729182045,0.0359652346840742
"EIPR1","ENSG00000032389",0.461370393265325,5.1566869341415,1.79401471801053,0.180437773803187,0.284853444327633
"PNPLA6","ENSG00000032444",-0.211162596109115,5.4815766402211,0.810628545222251,0.367934486350108,0.488223445981315
"IFT88","ENSG00000032742",-0.798343220840682,2.58617511396677,6.86231296396716,0.00880325242986917,0.0297461679973216
"ALG1","ENSG00000033011",0.472411496900993,2.19680944010002,2.34867511896103,0.125389534971986,0.215511455008381
"ZCCHC8","ENSG00000033030",-0.972843342530891,6.20975703123717,11.2953216703888,0.000777026377885451,0.00503748432451586
"ABCF2","ENSG00000033050",0.309059745735914,3.17936090846538,1.39251207154961,0.237981328617937,0.351785295371281
"CHPF2","ENSG00000033100",-0.691685680834838,5.15551252550284,8.28519593281995,0.00399695916423941,0.016601702577273
"FUT8","ENSG00000033170",-0.796157505405565,4.72316843284376,5.10469501004794,0.0238611737514501,0.0624422565517484
"UBA6","ENSG00000033178",-1.40615242539761,6.34330479962279,12.6849187410043,0.00036861661012049,0.00290103024700214
"GAB2","ENSG00000033327",-0.537011846695955,8.4373249704891,3.44885057860665,0.0632957728444336,0.128629167076302
"ATP6V0A1","ENSG00000033627",1.33438218000318,3.81525647930416,10.6661401834525,0.00109114570752371,0.00646357405593966
"PIAS1","ENSG00000033800",-0.29464476261267,7.17368991368858,0.679348188777382,0.409811263339155,0.529015527356964
"SLC4A7","ENSG00000033867",-1.10914784418186,5.35307186819797,5.92884811500431,0.0148949750201005,0.0440900730875139
"APBA2","ENSG00000034053",-1.61097373542185,2.16477269999211,13.7093666376573,0.000213387581840477,0.00192251332132106
"MAP2K3","ENSG00000034152",-0.296483846273943,7.52691452278491,1.14534416748693,0.284525903558223,0.402827882527739
